time,open,high,low,close,volume
2023-03-10 20:00:00,42.17,42.35,42.17,42.17,1735
2023-03-10 19:00:00,42.2,42.2,42.17,42.17,3065
2023-03-10 18:00:00,42.16,42.16,42.16,42.16,731
2023-03-10 17:00:00,42.16,42.2,42.16,42.16,103734
2023-03-10 16:00:00,42.255,42.3,42.03,42.17,1439414
2023-03-10 15:00:00,42.13,42.35,42.08,42.26,730130
2023-03-10 14:00:00,42.525,42.605,42.085,42.13,734055
2023-03-10 13:00:00,42.66,42.815,42.51,42.525,766731
2023-03-10 12:00:00,43.19,43.2,42.66,42.665,866487
2023-03-10 11:00:00,43.045,43.52,42.89,43.2,1477790
2023-03-10 10:00:00,42.39,43.09,42.39,43.05,1122457
2023-03-10 09:00:00,42.0699,42.35,41.8,42.3,16926
2023-03-10 08:00:00,41.85,42.01,41.85,42.01,338
2023-03-10 07:00:00,41.89,42.32,41.89,42.32,1300
2023-03-09 20:00:00,41.85,41.85,41.79,41.81,2405
2023-03-09 19:00:00,41.71,41.79,41.71,41.79,1079
2023-03-09 18:00:00,41.77,41.79,41.75,41.76,2172
2023-03-09 17:00:00,41.74,41.8,41.74,41.79,151515
2023-03-09 16:00:00,41.965,41.985,41.68,41.745,1398458
2023-03-09 15:00:00,42.32,42.39,41.96,41.965,507464
2023-03-09 14:00:00,42.12,42.33,42.1,42.32,480338
2023-03-09 13:00:00,41.9645,42.165,41.935,42.125,358390
2023-03-09 12:00:00,42.335,42.335,41.945,41.965,513865
2023-03-09 11:00:00,42.465,42.645,42.26,42.34,660845
2023-03-09 10:00:00,42.5,42.77,42.36,42.465,503860
2023-03-09 09:00:00,42.2415,42.5,42.2,42.48,5249
2023-03-08 20:00:00,42.16,42.23,42.16,42.23,900
2023-03-08 19:00:00,42.12,42.12,42.1,42.1,460
2023-03-08 18:00:00,42.1642,42.1642,42.1642,42.1642,105
2023-03-08 17:00:00,42.16,42.5314,42.16,42.16,646628
2023-03-08 16:00:00,42.04,42.16,41.9316,42.15,1296177
2023-03-08 15:00:00,42.0,42.07,41.91,42.035,570285
2023-03-08 14:00:00,42.26,42.275,41.99,41.995,489779
2023-03-08 13:00:00,42.39,42.405,42.15,42.25,515506
2023-03-08 12:00:00,42.54,42.625,42.3999,42.3999,572267
2023-03-08 11:00:00,42.465,42.83,42.29,42.54,894244
2023-03-08 10:00:00,42.3799,42.55,42.125,42.47,846939
2023-03-08 09:00:00,42.3,42.38,42.2,42.26,10588
2023-03-08 08:00:00,42.3,42.35,42.25,42.25,2835
2023-03-08 05:00:00,42.5,42.5,42.5,42.5,186
2023-03-07 20:00:00,42.15009398496237,42.15009398496237,42.15009398496237,42.15009398496237,364
2023-03-07 19:00:00,42.22934210526313,42.23924812030072,42.22934210526313,42.23924812030072,600
2023-03-07 18:00:00,42.23924812030072,42.23924812030072,42.23924812030072,42.23924812030072,705
2023-03-07 17:00:00,42.1005639097744,42.29868421052628,42.1005639097744,42.22934210526313,75659
2023-03-07 16:00:00,42.16990601503756,42.32840225563906,42.0956109022556,42.110469924811994,2337466
2023-03-07 15:00:00,42.209530075187935,42.278872180451096,42.1005639097744,42.16495300751876,660903
2023-03-07 14:00:00,42.453515225563876,42.46213345864658,42.085704887218014,42.209530075187935,1019940
2023-03-07 13:00:00,42.38288533834583,42.590911654135304,42.32840225563906,42.44727443609019,745191
2023-03-07 12:00:00,42.63548872180448,42.724642857142825,42.33335526315786,42.377932330827036,1161128
2023-03-07 11:00:00,43.38339285714282,43.38339285714282,42.58595864661651,42.625582706766885,1454415
2023-03-07 10:00:00,43.48740601503756,43.56665413533831,43.17536654135335,43.38042105263155,631804
2023-03-07 09:00:00,43.68552631578944,43.68552631578944,43.53693609022553,43.53693609022553,4003
2023-03-07 08:00:00,43.66571428571425,43.69543233082703,43.66571428571425,43.69543233082703,320
2023-03-06 20:00:00,43.8043984962406,43.88364661654135,43.8043984962406,43.88364661654135,350
2023-03-06 19:00:00,43.70533834586466,43.70533834586466,43.70533834586466,43.70533834586466,160
2023-03-06 17:00:00,43.8043984962406,43.873740601503755,43.8043984962406,43.873740601503755,82560
2023-03-06 16:00:00,43.68285169172932,43.86878759398496,43.6459022556391,43.8043984962406,1175063
2023-03-06 15:00:00,43.948035714285716,43.972800751879696,43.60627819548873,43.680573308270674,716606
2023-03-06 14:00:00,43.79449248120301,43.98765977443609,43.75982142857143,43.95298872180451,640711
2023-03-06 13:00:00,44.08176691729323,44.09662593984962,43.76972744360902,43.79944548872181,517141
2023-03-06 12:00:00,44.161015037593984,44.170921052631584,43.83411654135338,44.09167293233082,753809
