time,open,high,low,close,volume
2023-03-10 20:00:00,173.2,174.5,173.02,174.47,304927
2023-03-10 19:00:00,173.86,173.9,173.11,173.13,192946
2023-03-10 18:00:00,174.07,174.07,173.44,173.8159,386639
2023-03-10 17:00:00,173.48,174.25,173.3,174.03,1838668
2023-03-10 16:00:00,174.6499,175.16,172.43,173.4198,20656703
2023-03-10 15:00:00,172.77,175.5,172.74,174.62,20203840
2023-03-10 14:00:00,173.93,174.85,171.775,172.77,20205787
2023-03-10 13:00:00,175.9004,176.77,173.75,173.9499,19878448
2023-03-10 12:00:00,176.85,178.29,175.4,175.85,27751043
2023-03-10 11:00:00,172.57,177.08,171.9,176.85,41067226
2023-03-10 10:00:00,175.9,176.67,168.44,172.58,31845712
2023-03-10 09:00:00,173.19,177.85,169.16,175.89,3897983
2023-03-10 08:00:00,173.93,174.0,172.07,172.52,518083
2023-03-10 07:00:00,173.0,174.39,172.36,173.88,219927
2023-03-10 06:00:00,173.9,174.72,171.37,173.0,298790
2023-03-10 05:00:00,171.84,174.5,169.47,173.8,614219
2023-03-09 20:00:00,170.66,170.93,169.65,169.9,788310
2023-03-09 19:00:00,171.1,171.5,170.0,170.7,680655
2023-03-09 18:00:00,171.74,171.75,171.08,171.08,636761
2023-03-09 17:00:00,172.92,180.0,171.64,171.76,2405982
2023-03-09 16:00:00,175.97,176.26,172.5124,172.84,30409993
2023-03-09 15:00:00,176.75,177.55,175.5111,175.9565,18647039
2023-03-09 14:00:00,178.4214,179.35,176.3515,176.76,18429392
2023-03-09 13:00:00,181.06,181.17,177.82,178.4355,21054332
2023-03-09 12:00:00,181.33,181.935,180.73,181.04,16023788
2023-03-09 11:00:00,183.4399,183.87,180.71,181.34,29046796
2023-03-09 10:00:00,180.33,185.18,179.7,183.44,24295868
2023-03-09 09:00:00,177.1995,181.19,175.98,180.33,3305160
2023-03-09 08:00:00,176.79,177.24,175.95,176.84,915375
2023-03-09 07:00:00,176.77,177.34,176.43,176.76,277821
2023-03-09 06:00:00,176.7,177.06,175.95,176.84,362460
2023-03-09 05:00:00,179.28,180.24,176.55,176.73,616565
2023-03-08 20:00:00,181.4,181.46,180.51,180.62,297497
2023-03-08 19:00:00,181.9,181.98,181.4,181.4,165779
2023-03-08 18:00:00,181.72,182.09,181.71,181.9001,162685
2023-03-08 17:00:00,182.0,182.3,181.6,181.75,601644
2023-03-08 16:00:00,181.9401,182.39,180.15,182.05,20554102
2023-03-08 15:00:00,180.68,182.5799,180.61,181.955,16252150
2023-03-08 14:00:00,180.72,181.36,180.0,180.64,14510032
2023-03-08 13:00:00,181.94,182.54,180.3194,180.72,13686346
2023-03-08 12:00:00,182.38,183.3,180.77,181.92,19793946
2023-03-08 11:00:00,181.425,182.69,180.0,182.39,33609991
2023-03-08 10:00:00,185.28,186.5,180.6611,181.44,27392574
2023-03-08 09:00:00,186.78,187.32,184.36,185.28,1745373
2023-03-08 08:00:00,186.56,187.2,184.36,185.4,828221
2023-03-08 07:00:00,186.15,187.75,186.14,186.57,204921
2023-03-08 06:00:00,185.39,186.8,185.0,186.15,180888
2023-03-08 05:00:00,187.45,188.2,185.0,185.29,401736
2023-03-07 20:00:00,187.44,188.27,187.2,188.12,294899
2023-03-07 19:00:00,187.42,187.64,187.05,187.45,254195
2023-03-07 18:00:00,187.97,188.43,187.31,187.4,327278
2023-03-07 17:00:00,187.71,187.97,187.03,187.97,1117183
